StockID
1101
1256
1316
1316
1338
1102
2903
1436
1436
1438
1466
1472
1472
1474
1514
1526
1536
1560
1586
1586
1589
1595
1598
1609
1781
1786
1815
1909
2034
2034
2063
2066
2104
2201
2228
2236
2247
2247
2337
2338
2351
2368
2368
2402
2427
2436
2439
2439
2442
2442
2461
2462
2464
2476
2486
2528
2528
2530
2530
2548
2548
2610
2641
2641
2727
2732
2732
2743
2753
2753
2755
2756
2905
2906
3006
3013
3016
3023
3032
3032
3033
3033
3037
3040
3045
3045
3088
3092
3095
3122
3128
3131
3131
3135
3138
3141
3167
3188
3207
3257
3272
3284
3303
3305
3312
3313
3322
3323
3324
3346
3346
3357
3362
3376
3388
3390
3416
3479
3483
3484
3491
3516
3518
3522
3526
3526
3526
3548
3548
3551
3564
3583
3583
3587
3591
3605
3617
3653
3653
3680
3684
3687
3687
3689
3691
3701
3702
3702
3707
3708
3708
3713
4113
4123
4123
4129
4137
4164
4168
4190
4416
4438
4439
4442
4510
4540
4542
4549
4555
4558
4564
4566
4569
4572
4581
4722
4739
4739
4744
4747
4772
4906
4916
4979
4979
5009
5201
5209
5212
5230
5244
5245
5263
5306
5309
5309
5309
5321
5388
5434
5439
5450
5457
5543
5543
5608
5608
5905
6015
6015
6104
6111
6117
6117
6125
6126
6139
6150
6156
6163
6177
6179
6179
6182
6182
6184
6187
6189
6190
6196
6197
6207
6207
6209
6219
6223
6243
6269
6269
6274
6275
6282
6284
6290
6414
6414
6425
6432
6442
6442
6451
6469
6477
6477
6477
6509
6533
6538
6546
6552
6584
6584
6585
6585
6591
6593
6616
6624
6629
6641
6645
6664
6680
6706
6715
6753
6768
6771
6796
6804
6806
6821
6823
6830
6835
6840
6843
6846
6846
6854
6863
6870
6870
6873
6873
6874
6890
6890
6957
6982
6982
7402
7556
7556
7713
8027
8028
8050
8087
8091
8092
8104
8112
8147
8155
8171
8171
8255
8299
8374
8404
8411
8422
8422
8433
8433
8433
8442
8462
8466
8467
8467
8473
8478
8488
8489
8927
8927
8996
9802
9906
9933
9935
9939
9941
9958
9958
