StockID
1303
2002
2303
2330
2881
1301
2324
2409
2880
2882
2886
2887
2891
1216
1402
1605
2323
2352
2371
2408
2603
2609
2610
2801
2890
1101
1326
2317
2337
2357
2382
2412
2884
2885
2892
3481
2353
2454
2915
3231
1102
1210
1312
1314
1319
1440
1504
1590
1718
1722
2006
2014
2027
2049
2059
2105
2201
2301
2308
2312
2313
2331
2332
2340
2344
2347
2354
2376
2377
2379
2385
2392
2393
2401
2404
2449
2455
2457
2458
2474
2481
2485
2489
2492
2498
2515
2520
2542
2548
2605
2618
2834
2913
3006
3008
3019
3034
3035
3036
3037
3042
3189
3376
3380
3443
3533
3653
3673
3702
4938
5534
6005
6153
6176
6213
6239
6271
6278
6282
6285
8039
8163
9904
9939
9945
1477
1802
2328
3044
3045
3406
6269
9914
5880
2356
2883
4904
4958
5871
1476
2327
8046
1707
2355
2360
2439
6257
9938
1565
3105
3152
3260
3264
3691
4123
5009
5347
5371
5483
6121
6147
8044
8069
8299
0050
006205
006206
2231
6116
6279
00636
00639
3008
1565
00643
2345
6414
1536
1909
3081
3552
6274
6488
6510
6510
3711
3227
6488
4162
4736
5425
0056
2633
5269
3529
2383
6173
6182
8436
5269
5457
8358
8086
3706
3324
2454
6669
6669
3293
3293
5274
5274
3714
2606
3532
2327
2330
2379
3034
3105
3406
1907
3374
2049
8299
1717
1904
3078
2357
8046
2441
8150
2338
2388
2615
6547
6770
3017
5388
2634
4128
4919
3533
3653
00878
1609
2368
6443
4743
6245
5904
8454
5904
3529
9958
2308
3443
00885
00923
00679B
1795
1905
1477
1513
2345
2383
00893
00719B
3005
8112
2376
00919
00929
00772B
0050
0056
00940
2059
9958
3680
3680
1503
6139
6188
5876
6505
6526
3017
6526
00937B
00687B
3324
3661
3661
6472
6472
00757
00757
2486
6757
6223
6223
2329
6290
2404
1608
2367
2421
2360
8091
8092
8104
8112
8147
8155
8171
8171
8255
8299
8374
8404
8411
8422
8422
8433
8433
8433
8442
8462
8466
8467
8467
8473
8478
8488
8489
8927
8927
8996
9802
9906
9933
9935
9939
9941
9958
9958
